id,recency,history_segment,history,mens,womens,region,newbie,channel
30664,8,2,172.98,0,1,1,0,1
30665,7,2,163.8,1,0,0,1,1
30666,2,3,345.96,1,0,1,0,1
30667,1,2,123.83,1,0,1,1,1
30668,7,3,254.84,1,0,1,0,2
30669,6,5,693.86,1,0,0,1,2
30670,5,2,172.61,1,0,0,1,0
30671,1,7,1314.84,1,0,1,1,2
30672,11,1,29.99,1,0,1,0,0
30673,1,3,321.03,0,1,2,0,1
30674,5,1,42.68,1,0,2,0,0
30675,3,3,261.06,1,0,1,1,0
30676,4,5,553.53,1,0,1,1,2
30677,8,2,153.46,1,0,1,1,1
30678,1,3,304.61,1,0,0,0,0
30679,10,2,176.05,1,0,0,1,0
30680,6,3,215.64,1,1,1,0,0
30681,3,4,431.45,1,0,1,0,2
30682,10,3,301.8,1,0,0,0,0
30683,3,1,76.88,0,1,0,1,1
30684,3,2,172.32,1,0,0,1,1
30685,3,3,249.85,1,0,1,1,0
30686,2,1,29.99,1,0,2,1,0
30687,1,2,150.83,1,0,0,1,0
30688,9,2,133.3,1,0,1,1,1
30689,10,2,116.39,1,0,2,1,1
30690,3,2,101.64,0,1,1,1,0
30691,2,3,220.11,1,0,2,0,1
30692,4,3,308.38,0,1,1,0,1
30693,4,2,122.72,1,0,0,0,1
30694,7,3,235.66,1,0,2,0,0
30695,4,1,29.99,1,0,0,0,1
30696,5,3,232.89,1,1,1,0,1
30697,2,1,84.61,1,0,0,1,1
30698,10,1,31.24,0,1,1,0,0
30699,1,6,795.68,0,1,0,1,2
30700,2,2,145.76,0,1,0,0,0
30701,2,1,29.99,1,0,1,0,1
30702,1,1,29.99,0,1,1,0,1
30703,2,7,1278.79,0,1,0,1,0
30704,4,4,370.86,0,1,1,0,2
30705,8,2,101.27,0,1,0,0,1
30706,9,2,104.31,1,0,0,0,0
30707,2,1,29.99,1,0,0,0,1
30708,8,1,39.82,1,0,1,1,0
30709,2,2,130.84,1,0,0,1,1
30710,3,4,475.91,0,1,0,0,0
30711,7,1,83.7,1,0,2,0,0
30712,8,2,119.19,0,1,1,1,1
30713,3,2,123.83,0,1,1,0,0
30714,1,1,56.91,0,1,1,1,1
30715,6,3,250.94,0,1,2,1,0
30716,1,5,610.89,1,0,0,1,2
30717,2,1,51.83,1,0,1,1,1
30718,1,4,415.64,0,1,2,0,1
30719,6,3,253.36,1,0,0,0,0
30720,9,1,29.99,1,0,2,0,0
30721,1,4,403.77,1,0,0,1,1
30722,10,4,369.61,1,0,1,0,2
30723,8,5,517.7,0,1,2,1,1
30724,10,1,39.23,0,1,2,0,0
30725,4,4,451.54,1,1,2,0,0
30726,12,3,242.98,1,0,1,0,1
30727,1,2,144.56,1,0,1,0,1
30728,1,4,384.44,1,1,0,0,2
30729,4,7,1131.35,0,1,1,1,2
30730,7,2,152.33,0,1,2,0,0
30731,4,4,420.8,0,1,2,0,0
30732,10,5,696.26,1,0,2,1,2
30733,5,1,65.36,0,1,2,0,0
30734,1,1,29.99,0,1,1,0,1
30735,10,3,220.04,1,0,1,1,0
30736,9,3,336.47,1,0,0,0,2
30737,1,4,439.07,1,0,2,0,2
30738,11,2,197.62,1,0,1,1,1
30739,1,6,853.11,1,1,1,1,0
30740,9,3,280.4,1,0,2,1,0
30741,7,1,29.99,0,1,0,1,0
30742,12,2,132.72,1,0,0,1,1
30743,1,5,662.53,0,1,0,1,1
30744,5,1,52.59,0,1,1,1,0
30745,6,3,334.34,0,1,2,0,2
30746,2,2,128.03,0,1,1,0,1
30747,2,5,657.11,1,1,2,1,1
30748,2,1,55.33,1,0,1,1,0
30749,6,6,829.57,0,1,1,1,1
30750,10,2,143.93,1,0,1,1,1
30751,3,5,680.0,1,1,1,1,1
30752,9,5,618.79,1,0,2,1,2
30753,1,4,417.48,1,0,1,0,0
30754,10,1,90.29,0,1,2,0,0
30755,7,1,29.99,1,0,1,0,1
30756,10,1,31.32,0,1,2,0,1
30757,1,7,1168.05,1,1,1,1,2
30758,1,3,317.23,1,0,1,0,2
30759,7,5,595.85,1,0,0,1,0
30760,1,3,324.55,0,1,1,0,1
30761,9,2,180.63,1,0,0,1,1
30762,6,3,240.61,1,0,1,1,1
30763,7,1,57.2,0,1,0,1,0
30764,11,1,74.9,0,1,2,0,1
30765,8,2,192.37,0,1,1,0,0
30766,7,4,436.96,1,1,1,0,2
30767,2,1,39.5,1,0,0,1,1
30768,3,2,101.91,0,1,1,1,0
30769,11,3,282.32,0,1,1,1,0
30770,6,1,55.78,1,0,1,1,1
30771,4,1,93.88,0,1,0,1,0
30772,6,1,29.99,1,0,0,1,1
30773,10,3,263.98,0,1,0,0,2
30774,5,3,207.04,0,1,1,0,2
30775,8,2,188.55,1,0,1,0,0
30776,10,2,108.58,1,0,0,1,0
30777,10,2,106.08,0,1,1,1,1
30778,10,3,347.39,0,1,0,0,0
30779,9,4,389.29,1,1,2,1,1
30780,2,1,37.15,1,0,2,1,0
30781,4,6,962.96,0,1,0,1,0
30782,2,1,40.64,0,1,1,0,0
30783,7,3,298.63,0,1,1,0,0
30784,9,3,243.92,1,1,1,0,1
30785,1,6,858.34,1,1,1,1,0
30786,9,2,194.32,0,1,2,0,1
30787,3,2,166.94,0,1,0,0,0
30788,3,1,29.99,0,1,2,1,1
30789,4,3,234.82,0,1,0,0,1
30790,8,3,286.11,0,1,0,0,2
30791,10,3,210.26,0,1,1,1,1
30792,1,2,186.65,1,0,0,1,1
30793,1,5,607.61,1,1,0,1,2
30794,6,5,621.79,1,0,2,1,0
30795,1,3,324.07,0,1,0,1,2
30796,3,1,29.99,1,0,1,0,1
30797,8,2,191.14,0,1,2,0,1
30798,6,1,44.14,1,0,1,0,1
30799,7,1,29.99,0,1,2,0,0
30800,10,1,29.99,1,0,1,1,1
30801,2,2,152.44,0,1,1,0,1
30802,2,4,455.19,1,0,0,0,2
30803,11,3,319.31,1,0,1,1,1
30804,6,2,137.89,0,1,1,1,0
30805,1,1,29.99,1,0,2,1,0
30806,4,3,255.02,1,0,1,0,2
30807,1,4,438.97,1,0,2,1,2
30808,4,1,56.88,0,1,1,1,1
30809,9,2,142.35,1,0,0,0,1
30810,10,1,58.13,0,1,1,1,0
30811,9,1,63.36,0,1,2,1,1
30812,3,1,29.99,1,0,0,1,1
30813,7,1,29.99,0,1,0,0,0
30814,10,3,210.85,0,1,0,0,0
30815,3,6,931.55,0,1,0,1,1
30816,7,2,178.77,1,0,0,1,0
30817,9,3,324.93,1,0,1,0,1
30818,3,1,29.99,1,0,1,1,1
30819,9,4,365.32,0,1,1,0,2
30820,10,5,613.08,1,1,0,1,0
30821,4,2,125.56,1,0,0,0,0
30822,4,4,471.47,1,1,1,0,1
30823,7,3,218.81,1,0,1,0,0
30824,2,6,776.24,1,1,0,1,2
30825,3,1,29.99,0,1,1,0,1
30826,10,1,92.03,1,0,0,1,1
30827,9,1,88.7,1,0,0,1,1
30828,5,1,29.99,0,1,2,0,0
30829,11,3,231.86,1,1,1,1,0
30830,10,1,29.99,0,1,1,0,0
30831,4,3,300.58,0,1,1,1,0
30832,4,6,857.03,0,1,1,1,0
30833,6,1,88.54,1,0,1,1,0
30834,9,1,64.17,1,0,1,0,1
30835,2,5,632.66,1,1,1,1,2
30836,4,1,34.83,0,1,0,0,1
30837,10,2,142.25,1,0,1,0,0
30838,11,1,35.57,0,1,1,1,1
30839,9,1,47.46,0,1,1,0,0
30840,9,1,33.18,0,1,1,1,0
30841,11,1,29.99,0,1,2,1,0
30842,2,4,471.38,1,0,0,0,1
30843,11,1,51.14,0,1,1,0,1
30844,3,3,314.42,0,1,0,0,0
30845,6,1,52.38,1,0,0,1,1
30846,10,1,35.4,0,1,1,0,0
30847,3,1,66.3,0,1,2,1,1
30848,6,1,46.76,0,1,0,0,0
30849,2,1,29.99,0,1,0,1,0
30850,12,3,239.39,1,0,1,1,0
30851,3,3,203.54,1,0,2,0,0
30852,10,2,109.36,0,1,1,0,0
30853,11,3,276.91,0,1,1,1,2
30854,1,1,56.87,1,0,1,1,0
30855,4,5,613.08,1,1,0,1,1
30856,10,1,29.99,1,0,0,0,0
30857,5,1,63.58,1,0,1,0,1
30858,7,4,395.69,1,0,1,0,1
30859,1,4,358.66,0,1,1,0,0
30860,7,3,221.0,1,1,0,1,0
30861,4,1,76.34,1,0,1,1,0
30862,7,3,312.2,1,1,2,1,0
30863,12,1,29.99,1,0,0,1,1
30864,9,1,45.1,0,1,1,1,1
30865,11,1,86.85,0,1,2,0,1
30866,10,2,104.4,1,0,2,0,0
30867,3,5,510.14,0,1,1,1,0
30868,8,1,29.99,1,0,0,0,0
30869,6,4,428.57,1,1,0,0,1
30870,9,3,277.03,1,0,1,1,2
30871,1,5,581.15,0,1,0,1,1
30872,4,1,29.99,1,0,0,0,1
30873,9,4,371.39,1,1,1,0,1
30874,2,1,42.92,1,0,0,0,0
30875,1,2,109.11,1,0,0,0,1
30876,5,3,202.69,0,1,0,0,1
30877,1,1,97.01,1,0,1,0,1
30878,8,1,33.75,1,0,0,0,1
30879,10,4,391.68,1,0,1,0,1
30880,11,3,336.23,0,1,0,0,1
30881,1,3,337.57,1,0,2,0,2
30882,9,1,44.0,1,0,0,1,1
30883,6,2,130.37,1,0,0,1,0
30884,11,4,419.33,0,1,0,0,2
30885,12,2,148.09,0,1,0,0,1
30886,12,4,481.57,1,0,1,0,1
30887,7,1,29.99,1,0,1,0,0
30888,2,2,151.91,0,1,1,1,1
30889,1,2,191.14,0,1,1,1,0
30890,10,3,338.06,1,0,2,0,1
30891,2,2,117.65,0,1,2,0,1
30892,10,5,647.26,1,1,0,1,2
30893,9,1,63.63,1,0,0,1,1
30894,10,4,381.07,1,0,0,0,0
30895,1,2,107.38,1,0,0,0,1
30896,6,1,65.35,0,1,2,0,0
30897,7,3,290.35,1,1,1,1,2
30898,4,1,97.28,0,1,1,1,1
30899,10,1,93.03,0,1,1,0,1
30900,2,2,122.89,1,0,1,0,1
30901,3,1,79.7,1,0,0,0,1
30902,1,3,232.16,0,1,0,0,2
30903,10,3,230.04,1,1,2,1,2
30904,12,2,186.7,0,1,1,0,0
30905,3,7,1062.24,1,0,2,1,0
30906,3,3,254.97,1,0,0,1,2
30907,10,1,29.99,1,0,1,1,1
30908,11,2,162.83,0,1,1,0,0
30909,2,1,55.14,0,1,1,1,0
30910,3,4,458.41,0,1,1,0,0
30911,4,1,29.99,1,0,1,0,1
30912,4,2,192.08,1,0,0,0,1
30913,2,4,487.35,1,1,1,0,2
30914,5,2,103.01,0,1,2,1,1
30915,5,1,63.02,0,1,0,0,0
30916,8,3,238.57,0,1,1,0,0
30917,9,2,198.31,1,0,2,0,1
30918,9,1,29.99,0,1,0,0,1
30919,5,6,865.86,1,0,0,1,2
30920,1,6,763.07,0,1,2,1,2
30921,10,2,131.65,1,0,1,1,0
30922,8,1,52.58,0,1,1,0,1
30923,12,1,38.69,0,1,0,0,0
30924,6,1,90.77,1,0,0,1,1
30925,5,3,310.45,0,1,2,0,0
30926,11,1,66.57,1,0,0,1,0
30927,9,1,29.99,1,0,2,0,0
30928,10,1,61.61,0,1,0,1,1
30929,2,2,129.25,0,1,2,0,1
30930,1,2,169.8,0,1,1,1,0
30931,1,6,783.8,1,1,1,1,0
30932,2,1,29.99,1,0,0,1,1
30933,8,1,48.81,0,1,0,1,0
30934,4,1,61.05,0,1,0,0,0
30935,5,5,589.55,0,1,0,1,0
30936,7,1,29.99,1,0,1,1,0
30937,9,2,112.8,1,0,2,1,1
30938,1,1,80.03,0,1,0,0,1
30939,6,1,47.84,0,1,0,1,1
30940,9,3,316.27,1,1,0,0,0
30941,11,3,227.16,0,1,2,0,0
30942,2,5,652.77,1,0,0,1,0
30943,10,3,246.4,1,0,0,0,1
30944,8,1,88.78,1,0,2,0,0
30945,8,1,73.73,1,0,2,1,1
30946,4,1,29.99,1,0,0,0,1
30947,2,4,440.81,0,1,1,0,2
30948,3,1,29.99,0,1,2,1,1
30949,12,2,117.6,1,0,0,0,0
30950,10,1,46.85,1,0,0,0,1
30951,1,4,478.99,0,1,0,0,0
30952,1,7,1089.03,1,1,2,1,1
30953,2,3,314.27,1,1,2,0,0
30954,4,3,254.34,1,1,0,0,1
30955,2,4,404.54,1,0,1,0,0
30956,5,4,452.39,0,1,0,0,0
30957,1,4,369.77,0,1,1,1,0
30958,2,3,205.54,0,1,0,0,0
30959,12,1,93.47,1,0,2,0,1
30960,3,2,186.24,0,1,0,0,0
30961,9,1,29.99,0,1,2,1,0
30962,9,1,81.95,1,0,2,0,1
30963,4,2,190.47,0,1,1,0,1
30964,12,1,75.07,1,0,0,1,1
30965,1,3,338.72,1,1,0,0,1
30966,1,1,74.61,1,0,0,1,0
30967,2,3,287.04,1,1,0,1,1
30968,4,2,140.76,1,0,0,1,0
30969,2,3,213.12,1,1,2,1,1
30970,7,1,29.99,0,1,0,1,1
30971,9,3,251.43,0,1,1,0,0
30972,4,2,181.87,0,1,0,0,1
30973,9,2,176.54,0,1,1,1,1
30974,2,2,132.09,1,0,1,0,0
30975,3,3,232.62,1,0,1,0,0
30976,5,2,140.9,1,0,1,1,1
30977,2,6,812.47,0,1,0,1,2
30978,6,4,385.53,1,0,0,0,2
30979,3,3,275.18,1,0,0,1,1
30980,6,1,99.97,0,1,1,0,1
30981,2,1,95.64,1,0,1,1,1
30982,11,1,97.75,1,0,0,0,1
30983,5,1,35.82,1,0,2,0,1
30984,1,6,778.21,1,1,0,1,2
30985,11,2,103.1,1,0,2,0,1
30986,2,7,1214.64,0,1,2,1,1
30987,9,4,465.76,0,1,0,0,2
30988,6,1,77.82,1,0,1,0,1
30989,3,1,33.73,0,1,0,1,1
30990,10,2,140.11,1,0,1,0,0
30991,2,1,51.07,0,1,0,0,0
30992,1,2,147.95,0,1,2,0,1
30993,12,1,59.88,0,1,1,1,1
30994,4,3,240.49,1,0,2,0,0
30995,10,1,45.03,0,1,1,0,0
30996,11,3,222.21,0,1,1,1,0
30997,7,1,48.37,0,1,0,0,1
30998,1,3,292.69,0,1,0,1,1
30999,3,3,281.26,1,0,1,1,2
31000,9,2,178.89,0,1,0,0,1
31001,6,3,268.89,0,1,0,0,2
31002,4,3,323.74,1,0,0,0,1
31003,3,1,34.52,1,0,1,0,1
31004,10,3,269.72,1,0,0,0,0
31005,6,2,197.47,0,1,1,0,1
31006,7,2,114.76,0,1,2,0,0
31007,9,1,29.99,0,1,0,1,1
31008,2,1,97.51,1,0,2,1,1
31009,1,1,85.5,1,0,2,1,0
31010,4,7,1588.38,1,1,0,1,0
31011,2,4,351.68,0,1,0,1,0
31012,7,4,373.61,1,0,1,0,2
31013,10,3,223.78,1,1,0,0,1
31014,3,2,147.54,0,1,1,1,1
31015,2,2,150.39,1,0,1,0,0
31016,9,1,29.99,0,1,1,1,1
31017,2,1,72.15,0,1,2,1,0
31018,5,3,311.64,1,0,2,0,1
31019,6,2,186.79,0,1,2,1,1
31020,8,1,63.58,1,0,1,1,1
31021,11,4,437.43,0,1,2,1,2
31022,2,2,173.92,0,1,0,0,0
31023,3,1,56.51,0,1,1,0,1
31024,10,3,286.41,0,1,1,0,1
31025,1,3,229.52,0,1,1,1,1
31026,5,1,66.91,1,0,0,1,1
31027,3,3,253.13,0,1,0,0,0
31028,12,1,85.23,0,1,1,1,0
31029,2,2,173.73,1,0,0,0,1
31030,9,1,84.56,1,0,1,0,1
31031,2,3,342.82,0,1,0,0,0
31032,10,3,213.22,0,1,1,0,0
31033,2,1,40.38,0,1,1,0,1
31034,9,1,95.14,1,0,1,1,0
31035,1,1,50.73,1,0,0,1,0
31036,5,5,643.33,1,0,0,1,1
31037,1,1,29.99,1,0,0,0,0
31038,1,3,243.25,1,0,0,0,1
31039,3,1,29.99,1,0,2,0,1
31040,10,1,29.99,1,0,0,1,1
31041,5,3,344.81,1,0,1,1,1
31042,3,1,44.08,0,1,0,0,1
31043,8,2,174.76,1,0,0,0,1
31044,8,3,289.7,1,1,1,0,1
31045,7,2,156.96,1,0,1,0,0
31046,11,3,213.19,0,1,1,1,1
31047,10,1,78.19,0,1,2,1,0
31048,3,2,133.41,1,0,1,1,0
31049,8,1,29.99,1,0,1,0,1
31050,9,1,39.92,0,1,1,0,1
31051,8,4,368.59,1,0,0,0,0
31052,10,3,326.24,1,0,1,0,1
31053,11,3,270.42,1,0,0,0,0
31054,9,3,330.83,0,1,1,0,1
31055,3,1,59.91,1,0,0,0,1
31056,11,1,38.71,0,1,0,1,1
31057,7,2,170.81,1,0,0,0,1
31058,11,1,51.82,0,1,0,0,1
31059,1,5,597.48,0,1,1,1,1
31060,3,1,58.43,0,1,0,0,0
31061,9,1,95.73,0,1,0,1,0
31062,3,1,29.99,0,1,0,1,0
31063,6,3,222.33,1,0,2,0,1
31064,5,3,319.97,1,1,1,0,0
31065,6,4,379.88,0,1,1,0,1
31066,9,2,139.28,0,1,0,0,1
31067,3,5,583.97,1,1,1,1,1
31068,6,2,142.91,0,1,0,0,1
31069,10,3,216.74,1,0,1,0,0
31070,3,1,33.91,0,1,0,0,1
31071,1,4,401.44,1,1,2,0,2
31072,2,1,54.43,1,0,1,1,0
31073,5,2,179.11,1,0,0,1,1
31074,10,1,29.99,0,1,1,0,1
31075,10,1,50.15,0,1,0,1,1
31076,7,2,115.4,1,0,0,0,0
31077,6,4,463.11,0,1,0,0,0
31078,5,1,29.99,1,0,1,1,0
31079,10,1,29.99,0,1,0,0,0
31080,10,2,152.12,1,0,0,0,1
31081,2,7,1094.28,0,1,0,1,1
31082,6,3,252.13,1,0,0,1,1
31083,5,1,68.25,1,0,1,1,0
31084,5,5,687.87,1,0,1,1,2
31085,1,7,1170.05,0,1,0,1,2
31086,7,3,233.65,1,0,1,0,0
31087,2,3,318.04,1,0,0,0,2
31088,10,1,29.99,0,1,1,1,0
31089,12,3,285.72,0,1,2,1,0
31090,11,5,656.1,1,0,0,1,0
31091,11,2,126.38,0,1,0,1,0
31092,1,4,408.17,1,0,1,1,0
31093,3,2,154.7,0,1,0,0,1
31094,9,2,188.2,0,1,1,0,1
31095,2,3,260.1,1,0,0,0,2
31096,10,2,172.79,0,1,1,1,0
31097,1,6,822.62,1,0,1,1,0
31098,9,6,990.71,1,0,0,1,0
31099,1,3,283.66,1,0,0,1,2
31100,10,2,107.15,0,1,1,1,1
31101,7,1,80.79,0,1,2,1,1
31102,1,3,286.09,1,0,0,0,1
31103,1,2,162.01,0,1,1,1,1
31104,7,2,116.27,1,0,0,1,0
31105,2,5,545.64,1,0,2,1,2
31106,11,3,309.18,1,1,0,0,0
31107,9,1,82.87,1,0,1,1,0
31108,1,4,464.05,1,1,0,0,2
31109,9,1,29.99,0,1,1,0,1
31110,7,1,29.99,0,1,0,0,0
31111,11,1,95.75,0,1,0,0,1
31112,10,4,367.98,0,1,1,0,1
31113,7,4,370.17,0,1,0,0,2
31114,2,1,60.22,1,0,1,1,0
31115,11,1,29.99,0,1,0,1,0
31116,10,1,71.06,0,1,1,1,0
31117,6,2,175.2,0,1,0,1,0
31118,8,1,71.76,0,1,0,0,0
31119,6,2,120.89,0,1,1,0,0
31120,9,3,259.55,1,0,1,1,1
31121,11,4,390.03,0,1,1,0,0
31122,7,1,29.99,1,0,1,0,0
31123,7,4,352.87,0,1,0,0,2
31124,4,3,273.06,1,1,2,1,0
31125,1,3,220.33,1,0,0,1,2
31126,9,2,189.59,1,0,0,0,0
31127,11,2,191.45,0,1,0,0,0
31128,10,3,336.75,1,0,1,0,0
31129,1,4,483.09,0,1,2,0,0
31130,1,7,1146.69,1,0,2,1,1
31131,2,3,211.86,0,1,0,0,1
31132,8,2,172.03,1,0,1,1,0
31133,11,1,29.99,1,0,0,1,0
31134,9,2,152.78,0,1,1,1,1
31135,1,3,301.61,0,1,0,1,2
31136,1,1,29.99,1,0,0,1,0
31137,11,1,35.7,0,1,0,0,1
31138,6,2,198.94,1,0,1,1,0
31139,4,1,75.72,0,1,1,0,0
31140,8,3,210.85,1,0,0,0,1
31141,1,4,418.39,1,1,1,1,2
31142,5,1,62.91,1,0,1,1,1
31143,2,2,116.82,1,0,0,0,1
31144,9,2,151.62,1,0,1,0,0
31145,2,6,756.08,0,1,2,1,0
31146,1,1,79.7,1,0,1,1,0
31147,3,2,169.4,1,0,2,0,1
31148,12,1,68.71,1,0,0,0,0
31149,11,1,35.43,1,0,0,1,1
31150,1,5,511.75,1,1,0,1,2
31151,1,2,125.91,1,0,0,1,0
31152,1,4,388.83,1,0,1,0,1
31153,10,3,286.95,1,0,1,1,1
31154,7,1,84.03,1,0,1,0,1
31155,9,1,51.38,1,0,0,0,0
31156,2,5,632.28,0,1,1,1,0
31157,1,2,196.11,1,0,1,0,1
31158,4,3,265.78,1,1,1,0,2
31159,7,1,78.27,1,0,1,1,0
31160,3,1,34.73,0,1,0,0,1
31161,1,1,51.58,0,1,1,0,0
31162,1,1,51.27,1,0,2,0,0
31163,9,1,80.13,1,0,1,0,0
31164,2,3,292.04,0,1,0,0,1
31165,1,3,242.86,0,1,1,1,0
31166,10,4,476.47,0,1,0,0,0
31167,8,2,140.42,1,0,2,1,1
31168,10,1,74.09,1,0,0,1,0
31169,10,2,123.31,1,0,0,0,0
31170,2,3,316.74,0,1,0,1,0
31171,10,2,172.52,0,1,1,0,0
31172,1,5,509.86,1,0,1,1,0
31173,2,2,168.39,1,0,1,0,1
31174,9,3,224.71,1,0,0,1,2
31175,9,2,193.19,0,1,2,1,0
31176,7,2,168.43,1,0,0,1,0
31177,3,1,29.99,1,0,1,0,1
31178,6,1,93.83,1,0,0,0,1
31179,2,5,587.74,0,1,2,1,0
31180,6,3,344.38,1,0,0,1,0
31181,3,3,323.51,0,1,2,1,2
31182,6,2,155.72,0,1,1,0,0
31183,7,4,416.02,0,1,0,0,2
31184,4,1,52.03,0,1,0,0,1
31185,7,3,250.04,0,1,1,1,1
31186,6,1,29.99,1,0,0,1,1
31187,8,4,419.55,1,0,2,1,2
31188,2,2,181.74,0,1,1,0,0
31189,10,1,45.17,0,1,1,0,1
31190,3,3,331.61,1,0,1,0,1
31191,9,1,72.57,1,0,0,1,0
31192,1,5,747.94,1,1,0,1,1
31193,10,3,335.04,1,0,0,0,1
31194,11,6,786.57,1,0,0,1,1
31195,2,1,78.43,1,0,0,1,0
31196,6,2,177.84,0,1,1,0,0
31197,2,2,171.8,0,1,1,1,1
31198,3,1,29.99,0,1,0,1,1
31199,6,5,598.79,1,0,2,1,0
31200,6,3,202.49,0,1,2,0,1
31201,9,5,679.01,1,1,2,1,0
31202,1,3,261.19,0,1,0,1,1
31203,3,1,94.13,0,1,2,0,1
31204,5,1,29.99,0,1,1,0,1
31205,7,2,192.1,1,0,1,1,0
31206,8,2,151.23,0,1,2,0,0
31207,2,3,348.36,0,1,1,0,2
31208,10,3,332.18,1,0,2,0,1
31209,5,2,161.69,1,0,0,1,1
31210,2,3,294.94,1,0,1,1,0
31211,2,1,95.08,0,1,0,0,1
31212,4,1,87.2,0,1,1,1,1
31213,1,3,260.81,0,1,1,0,2
31214,11,1,39.65,1,0,1,0,1
31215,10,1,29.99,1,0,2,0,0
31216,11,2,170.29,0,1,1,1,1
31217,9,1,48.99,0,1,0,0,1
31218,11,4,482.18,1,1,1,0,2
31219,5,1,30.58,0,1,1,1,0
31220,3,1,38.24,0,1,2,1,0
31221,3,2,110.77,1,0,1,1,0
31222,3,1,29.99,0,1,1,0,1
31223,4,1,43.66,0,1,0,0,0
31224,1,3,252.95,0,1,2,1,1
31225,4,1,29.99,0,1,1,0,0
31226,2,1,52.27,0,1,1,1,1
31227,6,3,224.34,0,1,1,0,0
31228,1,4,445.38,1,0,1,0,2
31229,2,3,284.99,1,0,0,0,0
31230,6,5,549.99,1,0,1,1,2
31231,5,5,558.05,0,1,0,1,1
31232,11,3,245.46,1,0,0,0,2
31233,10,2,152.58,1,0,0,1,1
31234,3,1,74.18,1,0,0,0,0
31235,6,4,476.37,0,1,1,0,1
31236,2,2,187.39,1,0,1,1,0
31237,9,1,91.1,1,0,1,0,0
31238,2,3,331.53,0,1,0,1,2
31239,10,1,35.9,0,1,2,0,0
31240,9,1,29.99,0,1,0,0,0
31241,2,1,37.3,1,0,0,1,0
31242,11,2,100.01,0,1,0,0,0
31243,2,3,207.62,0,1,0,1,1
31244,12,4,392.6,1,0,0,0,0
31245,2,5,568.1,0,1,0,1,0
31246,12,1,99.81,1,0,1,0,0
31247,3,6,831.37,0,1,1,1,2
31248,2,4,477.77,1,1,1,0,2
31249,2,2,123.32,1,0,1,0,0
31250,2,2,151.19,0,1,0,1,1
31251,10,2,187.87,0,1,1,0,0
31252,11,1,29.99,1,0,0,0,0
31253,12,1,50.93,0,1,2,0,0
31254,8,2,138.59,0,1,1,1,1
31255,12,1,29.99,1,0,1,0,1
31256,6,1,29.99,0,1,1,1,1
31257,6,1,45.62,0,1,0,0,1
31258,1,4,459.32,1,0,1,1,0
31259,9,1,72.33,0,1,1,1,0
31260,1,3,300.55,1,0,0,0,1
31261,3,5,524.9,1,0,1,1,0
31262,3,5,601.95,1,0,0,1,1
31263,1,1,29.99,1,0,2,0,1
31264,9,1,74.36,0,1,1,0,1
31265,11,2,187.92,1,0,1,0,1
31266,1,4,481.16,1,1,1,0,2
31267,10,4,401.5,1,0,0,0,1
31268,3,1,29.99,0,1,0,0,0
31269,10,7,1141.26,0,1,2,1,2
31270,1,3,241.94,1,1,1,0,0
31271,3,2,150.18,1,0,1,1,1
31272,11,4,350.5,0,1,0,1,2
31273,8,1,40.72,0,1,1,0,1
31274,11,1,50.86,1,0,0,0,1
31275,2,1,69.86,0,1,1,0,1
31276,5,4,361.85,0,1,2,0,1
31277,8,2,173.81,1,0,0,0,1
31278,9,2,193.29,0,1,1,1,1
31279,2,4,443.26,1,0,0,1,0
31280,11,1,29.99,1,0,1,0,0
31281,3,5,686.93,1,1,1,1,2
31282,10,2,115.75,0,1,2,1,1
31283,3,1,40.12,0,1,0,0,1
31284,5,1,29.99,0,1,1,1,1
31285,4,1,45.01,0,1,1,1,0
31286,8,4,411.27,1,0,2,0,2
31287,8,1,29.99,1,0,0,1,1
31288,3,3,274.98,1,0,1,0,0
31289,10,2,191.41,0,1,1,0,0
31290,3,1,79.71,1,0,0,0,0
31291,9,3,207.68,0,1,1,0,1
31292,1,6,840.72,1,1,1,1,2
31293,6,2,103.69,1,0,0,0,1
31294,5,3,227.9,0,1,1,0,0
31295,3,5,749.79,0,1,2,1,1
31296,4,4,370.93,0,1,0,0,1
31297,1,1,38.13,1,0,1,1,1
31298,2,1,29.99,0,1,0,1,1
31299,3,3,228.27,0,1,0,1,1
31300,12,2,157.7,1,0,0,0,1
31301,1,3,305.1,0,1,1,0,0
31302,9,2,185.15,0,1,0,0,0
31303,8,2,190.72,1,0,0,0,0
31304,3,1,29.99,0,1,0,0,0
31305,4,2,161.29,0,1,1,0,1
31306,2,2,175.18,0,1,0,0,1
31307,8,2,122.78,0,1,0,0,1
31308,2,2,101.33,1,0,2,1,0
31309,2,4,469.82,0,1,0,0,0
31310,1,4,376.59,1,0,1,0,2
31311,3,2,184.83,1,0,0,1,1
31312,7,4,355.0,0,1,1,0,0
31313,1,3,221.77,0,1,1,0,0
31314,6,3,342.5,0,1,0,0,2
31315,6,1,86.17,0,1,0,1,0
31316,3,2,147.62,0,1,1,0,1
31317,3,2,185.68,1,0,1,1,0
31318,2,5,519.28,1,0,0,1,0
31319,8,2,189.2,0,1,0,1,0
31320,3,2,101.59,0,1,2,0,0
31321,2,6,809.07,1,0,0,1,1
31322,9,2,140.51,1,0,1,0,1
31323,8,2,162.11,1,0,0,0,1
31324,1,5,520.37,0,1,0,1,0
31325,4,2,131.12,0,1,0,1,0
31326,11,3,220.98,1,0,0,0,0
31327,11,3,287.27,0,1,0,0,1
